season,team,warps_wins,actual_wins,proj_bin,hit_50,lo_50,hi_50,hit_60,lo_60,hi_60,hit_70,lo_70,hi_70,hit_80,lo_80,hi_80,hit_90,lo_90,hi_90
2006,DET,6.96,3.0,5–7,0,4.9,9.08,0,4.4,9.55,0,3.71,10.1,1,2.97,10.77,1,2.2,11.45
2006,GB,7.94,8.0,7–9,1,5.88,10.06,1,5.38,10.53,1,4.69,11.08,1,3.95,11.75,1,3.18,12.44
2006,HOU,5.92,6.0,5–7,1,3.85,8.03,1,3.35,8.5,1,2.66,9.05,1,1.92,9.72,1,1.15,10.41
2006,IND,10.42,12.0,9–11,1,8.35,12.54,1,7.85,13.01,1,7.16,13.55,1,6.42,14.22,1,5.65,14.91
2006,JAX,9.29,8.0,9–11,1,7.23,11.41,1,6.72,11.88,1,6.04,12.43,1,5.3,13.1,1,4.52,13.78
2006,KC,8.71,9.0,7–9,1,6.64,10.83,1,6.14,11.3,1,5.46,11.84,1,4.71,12.51,1,3.94,13.2
2006,LAC,9.33,14.0,9–11,0,7.26,11.44,0,6.76,11.91,0,6.07,12.46,0,5.33,13.13,0,4.56,13.82
2006,LAR,7.12,8.0,7–9,1,5.06,9.24,1,4.56,9.71,1,3.87,10.26,1,3.13,10.93,1,2.36,11.62
2006,LV,6.6,2.0,5–7,0,4.54,8.72,0,4.04,9.19,0,3.35,9.74,0,2.61,10.41,1,1.84,11.09
2006,MIA,8.25,6.0,7–9,0,6.18,10.37,1,5.68,10.84,1,5.0,11.38,1,4.25,12.05,1,3.48,12.74
2006,MIN,7.71,6.0,7–9,1,5.64,9.83,1,5.14,10.3,1,4.46,10.84,1,3.71,11.52,1,2.94,12.2
2006,NE,8.8,12.0,7–9,0,6.74,10.92,0,6.24,11.39,0,5.55,11.94,1,4.81,12.61,1,4.04,13.3
2006,NO,5.7,10.0,5–7,0,3.63,7.82,0,3.13,8.29,0,2.44,8.83,0,1.7,9.5,1,0.93,10.19
2006,NYG,9.07,8.0,9–11,1,7.0,11.19,1,6.5,11.66,1,5.82,12.2,1,5.07,12.87,1,4.3,13.56
2006,NYJ,6.71,10.0,5–7,0,4.65,8.83,0,4.15,9.3,0,3.46,9.85,1,2.72,10.52,1,1.95,11.21
2006,PHI,6.88,10.0,5–7,0,4.82,9.0,0,4.32,9.47,1,3.63,10.02,1,2.89,10.69,1,2.12,11.38
2006,PIT,9.53,8.0,9–11,1,7.46,11.65,1,6.96,12.12,1,6.28,12.66,1,5.54,13.34,1,4.76,14.02
2006,SEA,10.38,9.0,9–11,1,8.31,12.49,1,7.81,12.96,1,7.12,13.51,1,6.38,14.18,1,5.61,14.87
2006,SF,5.81,7.0,5–7,1,3.75,7.93,1,3.24,8.4,1,2.56,8.95,1,1.82,9.62,1,1.05,10.3
2006,TB,8.07,4.0,7–9,0,6.0,10.19,0,5.5,10.66,0,4.82,11.2,0,4.07,11.87,1,3.3,12.56
2006,TEN,6.36,8.0,5–7,1,4.29,8.48,1,3.79,8.95,1,3.11,9.49,1,2.36,10.16,1,1.59,10.85
2006,WAS,8.9,5.0,7–9,0,6.84,11.02,0,6.34,11.49,0,5.65,12.04,1,4.91,12.71,1,4.14,13.4
2007,ARI,7.36,8.0,7–9,1,5.31,9.47,1,4.81,9.95,1,4.16,10.5,1,3.4,11.15,1,2.72,11.85
2007,ATL,7.88,4.0,7–9,0,5.83,9.99,0,5.33,10.47,0,4.69,11.02,1,3.92,11.67,1,3.24,12.37
2007,BAL,10.3,5.0,9–11,0,8.25,12.42,0,7.75,12.89,0,7.11,13.45,0,6.34,14.09,0,5.67,14.8
2007,BUF,7.29,7.0,7–9,1,5.24,9.4,1,4.74,9.88,1,4.1,10.43,1,3.33,11.08,1,2.65,11.78
2007,CAR,7.81,7.0,7–9,1,5.76,9.92,1,5.26,10.4,1,4.61,10.95,1,3.85,11.6,1,3.17,12.3
2007,CHI,10.54,7.0,9–11,0,8.49,12.66,0,7.99,13.13,0,7.35,13.69,1,6.58,14.33,1,5.91,15.04
2007,CIN,8.57,7.0,7–9,1,6.52,10.68,1,6.02,11.16,1,5.38,11.71,1,4.61,12.36,1,3.93,13.06
2007,CLE,6.1,10.0,5–7,0,4.05,8.21,0,3.55,8.69,0,2.9,9.24,0,2.14,9.89,1,1.46,10.59
2007,DAL,8.99,13.0,7–9,0,6.93,11.1,0,6.43,11.57,0,5.79,12.13,0,5.02,12.78,1,4.35,13.48
2007,DEN,8.27,7.0,7–9,1,6.22,10.38,1,5.72,10.86,1,5.07,11.41,1,4.31,12.06,1,3.63,12.76
2007,DET,6.78,7.0,5–7,1,4.73,8.9,1,4.23,9.37,1,3.59,9.93,1,2.82,10.58,1,2.15,11.28
2007,GB,6.99,13.0,5–7,0,4.94,9.11,0,4.44,9.58,0,3.8,10.14,0,3.03,10.78,0,2.36,11.49
2007,HOU,6.63,8.0,5–7,1,4.58,8.75,1,4.08,9.22,1,3.44,9.78,1,2.67,10.43,1,2.0,11.13
2007,IND,8.85,13.0,7–9,0,6.8,10.96,0,6.3,11.44,0,5.66,11.99,0,4.89,12.64,1,4.21,13.34
2007,JAX,9.72,11.0,9–11,1,7.67,11.84,1,7.17,12.31,1,6.53,12.87,1,5.76,13.51,1,5.09,14.22
2007,KC,8.26,4.0,7–9,0,6.21,10.37,0,5.71,10.85,0,5.06,11.4,0,4.3,12.05,1,3.62,12.75
2007,LAC,10.29,11.0,9–11,1,8.24,12.4,1,7.74,12.88,1,7.1,13.43,1,6.33,14.08,1,5.65,14.78
2007,LAR,8.19,3.0,7–9,0,6.14,10.3,0,5.64,10.78,0,4.99,11.33,0,4.23,11.98,0,3.55,12.68
2007,LV,5.24,4.0,5–7,1,3.19,7.36,1,2.69,7.83,1,2.05,8.39,1,1.28,9.03,1,0.61,9.74
2007,MIA,7.4,1.0,7–9,0,5.35,9.51,0,4.85,9.99,0,4.2,10.54,0,3.44,11.19,0,2.76,11.89
2007,MIN,7.35,8.0,7–9,1,5.3,9.46,1,4.8,9.94,1,4.16,10.5,1,3.39,11.14,1,2.72,11.85
2007,NE,9.82,16.0,9–11,0,7.77,11.94,0,7.27,12.41,0,6.63,12.97,0,5.86,13.61,0,5.19,14.32
2007,NO,9.64,7.0,9–11,0,7.59,11.76,0,7.09,12.23,1,6.45,12.79,1,5.68,13.44,1,5.01,14.14
2007,NYG,7.84,10.0,7–9,0,5.78,9.95,1,5.28,10.42,1,4.64,10.98,1,3.87,11.63,1,3.2,12.33
2007,NYJ,8.02,4.0,7–9,0,5.97,10.14,0,5.47,10.61,0,4.83,11.17,0,4.06,11.82,1,3.39,12.52
2007,PHI,8.83,8.0,7–9,1,6.78,10.95,1,6.28,11.42,1,5.64,11.98,1,4.87,12.63,1,4.2,13.33
2007,PIT,8.38,10.0,7–9,1,6.32,10.49,1,5.82,10.96,1,5.18,11.52,1,4.42,12.17,1,3.74,12.87
2007,SEA,8.08,10.0,7–9,1,6.03,10.19,1,5.53,10.67,1,4.88,11.22,1,4.12,11.87,1,3.44,12.57
2007,SF,6.66,5.0,5–7,1,4.6,8.77,1,4.1,9.24,1,3.46,9.8,1,2.7,10.45,1,2.02,11.15
2007,TB,6.1,9.0,5–7,0,4.05,8.21,0,3.55,8.69,1,2.9,9.24,1,2.14,9.89,1,1.46,10.59
2007,TEN,6.92,10.0,5–7,0,4.86,9.03,0,4.36,9.51,1,3.72,10.06,1,2.96,10.71,1,2.28,11.41
2007,WAS,6.9,9.0,5–7,1,4.85,9.01,1,4.35,9.49,1,3.7,10.04,1,2.94,10.69,1,2.26,11.39
2008,ARI,8.37,9.0,7–9,1,6.32,10.48,1,5.82,10.96,1,5.18,11.5,1,4.43,12.13,1,3.73,12.8
2008,ATL,6.38,11.0,5–7,0,4.33,8.5,0,3.83,8.97,0,3.2,9.52,0,2.44,10.15,0,1.75,10.82
2008,BAL,6.26,11.0,5–7,0,4.21,8.37,0,3.71,8.85,0,3.08,9.4,0,2.32,10.02,0,1.62,10.7
2008,BUF,6.91,7.0,5–7,1,4.86,9.02,1,4.36,9.5,1,3.72,10.04,1,2.97,10.67,1,2.27,11.34
2008,CAR,7.13,12.0,7–9,0,5.08,9.25,0,4.58,9.72,0,3.95,10.27,0,3.19,10.9,0,2.5,11.57
2008,CHI,7.69,9.0,7–9,1,5.64,9.8,1,5.14,10.28,1,4.5,10.82,1,3.75,11.45,1,3.05,12.12
2008,CIN,7.69,4.5,7–9,0,5.64,9.8,0,5.14,10.28,0,4.5,10.83,1,3.75,11.45,1,3.05,12.12
2008,CLE,7.99,4.0,7–9,0,5.94,10.11,0,5.44,10.58,0,4.81,11.13,0,4.05,11.75,1,3.36,12.43
2008,DAL,9.29,9.0,9–11,1,7.24,11.4,1,6.74,11.88,1,6.1,12.43,1,5.35,13.05,1,4.65,13.73
2008,DEN,7.28,8.0,7–9,1,5.23,9.4,1,4.73,9.87,1,4.1,10.42,1,3.34,11.05,1,2.65,11.72
2008,DET,6.65,0.0,5–7,0,4.6,8.77,0,4.1,9.24,0,3.47,9.79,0,2.71,10.42,0,2.02,11.09
2008,GB,9.48,6.0,9–11,0,7.43,11.59,0,6.93,12.07,0,6.29,12.61,1,5.54,13.24,1,4.84,13.91
2008,HOU,7.63,8.0,7–9,1,5.58,9.74,1,5.08,10.22,1,4.44,10.76,1,3.69,11.39,1,2.99,12.06
2008,IND,9.59,12.0,9–11,0,7.54,11.7,1,7.04,12.18,1,6.4,12.72,1,5.64,13.35,1,4.95,14.02
2008,JAX,9.09,5.0,9–11,0,7.04,11.2,0,6.54,11.68,0,5.9,12.23,0,5.15,12.85,1,4.45,13.53
2008,KC,6.84,2.0,5–7,0,4.78,8.95,0,4.28,9.42,0,3.65,9.97,0,2.89,10.6,0,2.2,11.27
2008,LAC,10.01,8.0,9–11,1,7.95,12.12,1,7.45,12.59,1,6.82,13.14,1,6.06,13.77,1,5.37,14.44
2008,LAR,6.17,2.0,5–7,0,4.12,8.28,0,3.62,8.76,0,2.98,9.3,0,2.23,9.93,1,1.53,10.6
2008,LV,7.05,5.0,7–9,1,5.0,9.16,1,4.5,9.64,1,3.86,10.19,1,3.11,10.81,1,2.41,11.49
2008,MIA,6.43,11.0,5–7,0,4.38,8.54,0,3.88,9.02,0,3.24,9.56,0,2.49,10.19,0,1.79,10.86
2008,MIN,8.53,10.0,7–9,1,6.48,10.65,1,5.98,11.12,1,5.35,11.67,1,4.59,12.3,1,3.9,12.97
2008,NE,11.36,11.0,11+,1,9.31,13.47,1,8.81,13.95,1,8.17,14.5,1,7.42,15.12,1,6.72,15.8
2008,NO,8.34,8.0,7–9,1,6.29,10.45,1,5.79,10.93,1,5.16,11.48,1,4.4,12.1,1,3.71,12.78
2008,NYG,8.15,12.0,7–9,0,6.1,10.26,0,5.6,10.74,0,4.96,11.28,0,4.21,11.91,1,3.51,12.58
2008,NYJ,7.26,9.0,7–9,1,5.2,9.37,1,4.7,9.85,1,4.07,10.39,1,3.31,11.02,1,2.62,11.69
2008,PHI,8.5,9.5,7–9,1,6.45,10.61,1,5.95,11.09,1,5.31,11.63,1,4.56,12.26,1,3.86,12.93
2008,PIT,9.06,12.0,9–11,0,7.01,11.17,0,6.51,11.65,1,5.87,12.19,1,5.12,12.82,1,4.42,13.49
2008,SEA,9.52,4.0,9–11,0,7.46,11.63,0,6.96,12.11,0,6.33,12.65,0,5.57,13.28,0,4.88,13.95
2008,SF,6.19,7.0,5–7,1,4.14,8.3,1,3.64,8.78,1,3.0,9.32,1,2.25,9.95,1,1.55,10.62
2008,TB,9.19,9.0,9–11,1,7.14,11.3,1,6.64,11.78,1,6.01,12.33,1,5.25,12.95,1,4.55,13.63
2008,TEN,7.71,13.0,7–9,0,5.66,9.83,0,5.16,10.3,0,4.53,10.85,0,3.77,11.48,0,3.08,12.15
2008,WAS,8.27,8.0,7–9,1,6.21,10.38,1,5.71,10.86,1,5.08,11.4,1,4.32,12.03,1,3.63,12.7
2009,ARI,8.39,10.0,7–9,1,6.32,10.51,1,5.8,11.0,1,5.14,11.53,1,4.39,12.19,1,3.65,12.89
2009,ATL,8.26,9.0,7–9,1,6.2,10.39,1,5.68,10.87,1,5.01,11.41,1,4.27,12.07,1,3.52,12.77
2009,BAL,10.21,9.0,9–11,1,8.14,12.33,1,7.62,12.82,1,6.96,13.35,1,6.21,14.01,1,5.47,14.71
2009,BUF,7.54,6.0,7–9,1,5.48,9.67,1,4.96,10.15,1,4.29,10.69,1,3.55,11.35,1,2.8,12.04
2009,CAR,8.45,8.0,7–9,1,6.38,10.58,1,5.86,11.06,1,5.2,11.59,1,4.45,12.25,1,3.71,12.95
2009,CHI,8.65,7.0,7–9,1,6.59,10.78,1,6.07,11.26,1,5.4,11.8,1,4.66,12.46,1,3.91,13.15
2009,CIN,5.85,10.0,5–7,0,3.78,7.98,0,3.27,8.46,0,2.6,8.99,0,1.86,9.66,1,1.11,10.35
2009,CLE,6.49,5.0,5–7,1,4.42,8.61,1,3.9,9.1,1,3.24,9.63,1,2.49,10.29,1,1.75,10.99
2009,DAL,7.67,11.0,7–9,0,5.6,9.79,0,5.08,10.27,0,4.41,10.81,1,3.67,11.47,1,2.93,12.17
2009,DEN,7.1,8.0,7–9,1,5.04,9.23,1,4.52,9.71,1,3.85,10.25,1,3.11,10.91,1,2.37,11.61
2009,DET,5.48,2.0,5–7,0,3.42,7.61,0,2.9,8.09,0,2.23,8.63,1,1.49,9.29,1,0.74,9.99
2009,GB,8.94,11.0,7–9,1,6.88,11.07,1,6.36,11.55,1,5.69,12.09,1,4.95,12.75,1,4.2,13.45
2009,HOU,7.78,9.0,7–9,1,5.72,9.91,1,5.2,10.39,1,4.53,10.93,1,3.79,11.59,1,3.04,12.29
2009,IND,9.05,14.0,9–11,0,6.98,11.17,0,6.46,11.65,0,5.79,12.19,0,5.05,12.85,0,4.31,13.55
2009,JAX,7.16,7.0,7–9,1,5.1,9.29,1,4.58,9.77,1,3.91,10.31,1,3.17,10.97,1,2.42,11.66
2009,KC,6.31,4.0,5–7,0,4.24,8.44,1,3.73,8.92,1,3.06,9.45,1,2.32,10.12,1,1.57,10.81
2009,LAC,9.32,13.0,9–11,0,7.25,11.44,0,6.73,11.92,0,6.07,12.46,1,5.32,13.12,1,4.58,13.82
2009,LAR,5.49,1.0,5–7,0,3.43,7.62,0,2.91,8.1,0,2.24,8.64,0,1.5,9.3,1,0.75,9.99
2009,LV,6.39,5.0,5–7,1,4.33,8.52,1,3.81,9.0,1,3.14,9.54,1,2.4,10.2,1,1.65,10.89
2009,MIA,7.66,7.0,7–9,1,5.6,9.79,1,5.08,10.27,1,4.41,10.81,1,3.67,11.47,1,2.92,12.16
2009,MIN,8.95,12.0,7–9,0,6.88,11.07,0,6.36,11.55,1,5.69,12.09,1,4.95,12.75,1,4.21,13.45
2009,NE,8.8,10.0,7–9,1,6.73,10.93,1,6.22,11.41,1,5.55,11.94,1,4.81,12.61,1,4.06,13.3
2009,NO,8.51,13.0,7–9,0,6.44,10.63,0,5.92,11.12,0,5.26,11.65,0,4.51,12.31,1,3.77,13.01
2009,NYG,9.48,8.0,9–11,1,7.42,11.61,1,6.9,12.09,1,6.23,12.62,1,5.49,13.29,1,4.74,13.98
2009,NYJ,8.33,9.0,7–9,1,6.27,10.46,1,5.75,10.94,1,5.08,11.48,1,4.34,12.14,1,3.59,12.83
2009,PHI,9.47,11.0,9–11,1,7.4,11.59,1,6.88,12.08,1,6.22,12.61,1,5.47,13.27,1,4.73,13.97
2009,PIT,10.16,9.0,9–11,1,8.09,12.28,1,7.57,12.77,1,6.91,13.3,1,6.16,13.96,1,5.42,14.66
2009,SEA,7.07,5.0,7–9,0,5.0,9.19,1,4.48,9.68,1,3.82,10.21,1,3.07,10.87,1,2.33,11.57
2009,SF,7.77,8.0,7–9,1,5.71,9.9,1,5.19,10.38,1,4.52,10.92,1,3.78,11.58,1,3.03,12.27
2009,TB,7.92,3.0,7–9,0,5.85,10.04,0,5.33,10.52,0,4.66,11.06,0,3.92,11.72,0,3.18,12.42
2009,TEN,9.89,8.0,9–11,1,7.83,12.02,1,7.31,12.5,1,6.64,13.04,1,5.9,13.7,1,5.15,14.39
2009,WAS,7.46,4.0,7–9,0,5.39,9.59,0,4.88,10.07,0,4.21,10.6,1,3.47,11.27,1,2.72,11.96
2010,ARI,8.93,5.0,7–9,0,6.88,11.05,0,6.4,11.54,0,5.71,12.08,1,4.94,12.75,1,4.19,13.43
2010,ATL,8.44,13.0,7–9,0,6.39,10.56,0,5.91,11.05,0,5.22,11.59,0,4.45,12.26,0,3.7,12.94
2010,BAL,9.47,12.0,9–11,0,7.42,11.59,1,6.94,12.08,1,6.25,12.62,1,5.48,13.29,1,4.74,13.97
2010,BUF,6.85,4.0,5–7,0,4.8,8.96,0,4.32,9.46,1,3.63,9.99,1,2.86,10.66,1,2.11,11.34
2010,CAR,8.26,2.0,7–9,0,6.21,10.37,0,5.72,10.86,0,5.04,11.4,0,4.26,12.07,0,3.52,12.75
2010,CHI,7.18,11.0,7–9,0,5.13,9.29,0,4.65,9.79,0,3.96,10.33,0,3.19,10.99,1,2.44,11.68
2010,CIN,7.82,4.0,7–9,0,5.77,9.93,0,5.28,10.43,0,4.6,10.96,1,3.82,11.63,1,3.08,12.31
2010,CLE,6.13,5.0,5–7,1,4.08,8.24,1,3.59,8.74,1,2.91,9.27,1,2.13,9.94,1,1.39,10.62
2010,DAL,9.22,6.0,9–11,0,7.17,11.33,0,6.69,11.83,1,6.0,12.36,1,5.23,13.03,1,4.48,13.71
2010,DEN,8.28,4.0,7–9,0,6.22,10.39,0,5.74,10.88,0,5.05,11.42,0,4.28,12.09,1,3.54,12.77
2010,DET,5.47,6.0,5–7,1,3.41,7.58,1,2.93,8.07,1,2.24,8.61,1,1.47,9.28,1,0.73,9.96
2010,GB,9.61,10.0,9–11,1,7.56,11.73,1,7.08,12.22,1,6.39,12.76,1,5.62,13.43,1,4.87,14.11
2010,HOU,8.56,6.0,7–9,0,6.51,10.68,0,6.03,11.17,1,5.34,11.71,1,4.57,12.38,1,3.82,13.06
2010,IND,9.31,10.0,9–11,1,7.26,11.43,1,6.78,11.92,1,6.09,12.46,1,5.32,13.13,1,4.57,13.81
2010,JAX,6.97,8.0,5–7,1,4.92,9.09,1,4.44,9.58,1,3.75,10.12,1,2.98,10.79,1,2.23,11.47
2010,KC,6.97,10.0,5–7,0,4.92,9.08,0,4.44,9.58,1,3.75,10.12,1,2.98,10.78,1,2.23,11.47
2010,LAC,9.93,9.0,9–11,1,7.87,12.04,1,7.39,12.53,1,6.7,13.07,1,5.93,13.74,1,5.19,14.42
2010,LAR,5.53,7.0,5–7,1,3.48,7.64,1,3.0,8.14,1,2.31,8.67,1,1.53,9.34,1,0.79,10.02
2010,LV,5.94,8.0,5–7,1,3.88,8.05,1,3.4,8.54,1,2.71,9.08,1,1.94,9.75,1,1.2,10.43
2010,MIA,7.5,7.0,7–9,1,5.45,9.62,1,4.97,10.11,1,4.28,10.65,1,3.51,11.32,1,2.76,12.0
2010,MIN,9.44,6.0,9–11,0,7.39,11.55,0,6.91,12.05,0,6.22,12.58,1,5.44,13.25,1,4.7,13.93
2010,NE,9.34,14.0,9–11,0,7.29,11.46,0,6.81,11.95,0,6.12,12.49,0,5.35,13.16,0,4.6,13.84
2010,NO,9.72,11.0,9–11,1,7.67,11.83,1,7.18,12.33,1,6.5,12.86,1,5.72,13.53,1,4.98,14.21
2010,NYG,7.58,10.0,7–9,0,5.53,9.7,1,5.05,10.19,1,4.36,10.73,1,3.59,11.4,1,2.84,12.08
2010,NYJ,9.33,11.0,9–11,1,7.28,11.44,1,6.8,11.94,1,6.11,12.47,1,5.34,13.14,1,4.59,13.82
2010,PHI,8.88,10.0,7–9,1,6.83,10.99,1,6.35,11.49,1,5.66,12.02,1,4.89,12.69,1,4.14,13.37
2010,PIT,8.55,12.0,7–9,0,6.5,10.66,0,6.01,11.15,0,5.33,11.69,1,4.55,12.36,1,3.81,13.04
2010,SEA,7.06,7.0,7–9,1,5.01,9.17,1,4.53,9.67,1,3.84,10.2,1,3.07,10.87,1,2.32,11.55
2010,SF,9.01,6.0,9–11,0,6.96,11.12,0,6.48,11.62,1,5.79,12.15,1,5.02,12.82,1,4.27,13.5
2010,TB,6.26,10.0,5–7,0,4.21,8.37,0,3.73,8.87,0,3.04,9.4,1,2.26,10.07,1,1.52,10.75
2010,TEN,7.41,6.0,7–9,1,5.36,9.53,1,4.88,10.02,1,4.19,10.56,1,3.42,11.23,1,2.67,11.91
2010,WAS,7.05,6.0,7–9,1,4.99,9.16,1,4.51,9.65,1,3.82,10.19,1,3.05,10.86,1,2.31,11.54
2011,ARI,6.54,8.0,5–7,1,4.47,8.66,1,3.97,9.19,1,3.29,9.72,1,2.55,10.34,1,1.88,11.03
2011,ATL,9.86,10.0,9–11,1,7.8,11.98,1,7.3,12.51,1,6.61,13.05,1,5.87,13.67,1,5.21,14.36
2011,BAL,9.48,12.0,9–11,0,7.41,11.6,1,6.91,12.12,1,6.23,12.66,1,5.49,13.28,1,4.82,13.97
2011,BUF,5.79,6.0,5–7,1,3.73,7.91,1,3.23,8.44,1,2.54,8.97,1,1.8,9.6,1,1.14,10.29
2011,CAR,4.83,6.0,≤5,1,2.77,6.95,1,2.27,7.48,1,1.58,8.02,1,0.84,8.64,1,0.18,9.33
2011,CHI,8.56,8.0,7–9,1,6.5,10.68,1,6.0,11.21,1,5.31,11.74,1,4.57,12.37,1,3.9,13.05
2011,CIN,7.2,9.0,7–9,1,5.14,9.32,1,4.64,9.85,1,3.95,10.38,1,3.21,11.01,1,2.54,11.69
2011,CLE,7.06,4.0,7–9,0,5.0,9.18,0,4.5,9.71,1,3.81,10.24,1,3.07,10.87,1,2.4,11.55
2011,DAL,7.67,8.0,7–9,1,5.61,9.79,1,5.11,10.32,1,4.42,10.85,1,3.68,11.48,1,3.01,12.16
2011,DEN,5.99,8.0,5–7,1,3.92,8.11,1,3.42,8.63,1,2.74,9.17,1,2.0,9.79,1,1.33,10.48
2011,DET,7.64,10.0,7–9,0,5.57,9.76,1,5.07,10.29,1,4.39,10.82,1,3.65,11.45,1,2.98,12.13
2011,GB,10.11,15.0,9–11,0,8.05,12.23,0,7.55,12.76,0,6.86,13.3,0,6.12,13.92,0,5.46,14.61
2011,HOU,7.43,10.0,7–9,0,5.37,9.55,1,4.86,10.08,1,4.18,10.61,1,3.44,11.24,1,2.77,11.92
2011,IND,8.43,2.0,7–9,0,6.36,10.55,0,5.86,11.08,0,5.18,11.61,0,4.44,12.24,0,3.77,12.92
2011,JAX,6.81,5.0,5–7,1,4.74,8.93,1,4.24,9.46,1,3.56,9.99,1,2.82,10.62,1,2.15,11.3
2011,KC,8.19,7.0,7–9,1,6.13,10.31,1,5.62,10.84,1,4.94,11.37,1,4.2,12.0,1,3.53,12.68
2011,LAC,9.44,8.0,9–11,1,7.37,11.56,1,6.87,12.09,1,6.19,12.62,1,5.45,13.25,1,4.78,13.93
2011,LAR,7.6,2.0,7–9,0,5.53,9.72,0,5.03,10.24,0,4.35,10.78,0,3.61,11.4,0,2.94,12.09
2011,LV,8.41,8.0,7–9,1,6.34,10.53,1,5.84,11.05,1,5.16,11.59,1,4.41,12.21,1,3.75,12.9
2011,MIA,6.91,6.0,5–7,1,4.84,9.03,1,4.34,9.56,1,3.66,10.09,1,2.92,10.71,1,2.25,11.4
2011,MIN,6.73,3.0,5–7,0,4.67,8.85,0,4.17,9.38,0,3.48,9.91,1,2.74,10.54,1,2.07,11.22
2011,NE,10.42,13.0,9–11,0,8.36,12.54,1,7.85,13.07,1,7.17,13.6,1,6.43,14.23,1,5.76,14.91
2011,NO,9.13,13.0,9–11,0,7.06,11.25,0,6.56,11.78,0,5.88,12.31,0,5.14,12.94,1,4.47,13.62
2011,NYG,8.8,9.0,7–9,1,6.74,10.92,1,6.24,11.45,1,5.55,11.99,1,4.81,12.61,1,4.15,13.3
2011,NYJ,8.91,8.0,7–9,1,6.84,11.03,1,6.34,11.56,1,5.66,12.09,1,4.92,12.71,1,4.25,13.4
2011,PHI,9.03,8.0,9–11,1,6.96,11.15,1,6.46,11.67,1,5.78,12.21,1,5.04,12.83,1,4.37,13.52
2011,PIT,10.34,12.0,9–11,1,8.28,12.46,1,7.78,12.99,1,7.09,13.52,1,6.35,14.15,1,5.68,14.83
2011,SEA,6.81,7.0,5–7,1,4.75,8.93,1,4.25,9.46,1,3.56,10.0,1,2.82,10.62,1,2.16,11.31
2011,SF,7.77,13.0,7–9,0,5.7,9.89,0,5.2,10.42,0,4.52,10.95,0,3.78,11.57,0,3.11,12.26
2011,TB,8.35,4.0,7–9,0,6.29,10.47,0,5.79,11.0,0,5.1,11.53,0,4.36,12.16,1,3.69,12.85
2011,TEN,8.47,9.0,7–9,1,6.4,10.59,1,5.9,11.12,1,5.22,11.65,1,4.48,12.28,1,3.81,12.96
2011,WAS,7.29,5.0,7–9,0,5.22,9.41,1,4.72,9.94,1,4.04,10.47,1,3.3,11.1,1,2.63,11.78
2012,ARI,7.28,5.0,7–9,0,5.23,9.4,1,4.72,9.89,1,4.07,10.44,1,3.31,11.09,1,2.63,11.78
2012,ATL,8.88,13.0,7–9,0,6.83,10.99,0,6.32,11.49,0,5.67,12.04,0,4.91,12.69,1,4.23,13.37
2012,BAL,9.47,10.0,9–11,1,7.42,11.59,1,6.91,12.08,1,6.27,12.63,1,5.5,13.28,1,4.82,13.97
2012,BUF,7.41,6.0,7–9,1,5.36,9.52,1,4.85,10.02,1,4.2,10.57,1,3.44,11.22,1,2.76,11.9
2012,CAR,7.88,7.0,7–9,1,5.83,9.99,1,5.32,10.49,1,4.67,11.04,1,3.91,11.69,1,3.23,12.37
2012,CHI,8.13,10.0,7–9,1,6.08,10.24,1,5.57,10.74,1,4.92,11.29,1,4.16,11.93,1,3.48,12.62
2012,CIN,8.38,10.0,7–9,1,6.33,10.49,1,5.82,10.99,1,5.17,11.53,1,4.41,12.18,1,3.73,12.87
2012,CLE,6.58,5.0,5–7,1,4.53,8.7,1,4.02,9.19,1,3.38,9.74,1,2.61,10.39,1,1.93,11.08
2012,DAL,8.16,8.0,7–9,1,6.11,10.27,1,5.6,10.77,1,4.95,11.32,1,4.19,11.97,1,3.51,12.65
2012,DEN,6.93,13.0,5–7,0,4.88,9.04,0,4.37,9.54,0,3.72,10.08,0,2.96,10.73,0,2.28,11.42
2012,DET,8.93,4.0,7–9,0,6.88,11.04,0,6.37,11.54,0,5.72,12.09,0,4.96,12.74,0,4.28,13.42
2012,GB,10.1,11.0,9–11,1,8.05,12.22,1,7.54,12.71,1,6.89,13.26,1,6.13,13.91,1,5.45,14.6
2012,HOU,9.55,12.0,9–11,0,7.49,11.66,1,6.98,12.15,1,6.34,12.7,1,5.57,13.35,1,4.89,14.04
2012,IND,5.71,11.0,5–7,0,3.66,7.83,0,3.15,8.32,0,2.5,8.87,0,1.74,9.52,0,1.06,10.21
2012,JAX,6.64,2.0,5–7,0,4.59,8.76,0,4.08,9.25,0,3.43,9.8,0,2.67,10.45,1,1.99,11.14
2012,KC,6.4,2.0,5–7,0,4.35,8.52,0,3.84,9.01,0,3.19,9.56,0,2.43,10.21,1,1.75,10.9
2012,LAC,8.69,7.0,7–9,1,6.64,10.8,1,6.13,11.3,1,5.48,11.85,1,4.72,12.5,1,4.04,13.18
2012,LAR,5.14,7.5,5–7,0,3.09,7.25,1,2.58,7.75,1,1.93,8.3,1,1.17,8.95,1,0.49,9.63
2012,LV,7.38,4.0,7–9,0,5.33,9.49,0,4.82,9.99,0,4.17,10.54,1,3.41,11.19,1,2.73,11.87
2012,MIA,8.3,7.0,7–9,1,6.25,10.41,1,5.74,10.91,1,5.09,11.45,1,4.33,12.1,1,3.65,12.79
